Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1997-02-04,12.741267204284668,12.768492128264658,12.605142584384712,12.741267204284668,768478,0.0,0.0
1997-02-05,12.686818122863771,12.822942750988393,12.577918420364073,12.68681812286377,458230,0.0,0.0
1997-02-06,12.850167274475098,12.959066038492857,12.251218045471957,12.850167274475098,1207512,0.0,0.0
1997-02-07,12.822943687438965,13.037340224196553,12.741268904599538,12.822943687438965,1599228,0.0,0.0
1997-02-10,13.067965507507324,13.17686612410569,12.959065818125168,13.067965507507324,503093,0.0,0.0
1997-02-11,13.312993049621582,13.340217049482423,13.067967778710313,13.312993049621582,609559,0.0,0.0
1997-02-12,13.231321334838867,13.285770274395832,13.095195740688409,13.231321334838867,1336522,0.0,0.0
1997-02-13,13.149641990661621,13.34021647195166,12.959067509371582,13.149641990661621,2237357,0.0,0.0
1997-02-14,13.122417449951174,13.285766071379104,12.959066974090657,13.122417449951172,1306166,0.0,0.0
1997-02-18,13.09519386291504,13.149643721880802,12.251221048945734,13.095193862915039,1746763,0.0,0.0
1997-02-19,13.149641990661621,13.34021647195166,13.033936519200834,13.149641990661621,2985077,0.0,0.0
1997-02-20,13.227914810180662,13.394667261175545,13.149642910940308,13.227914810180664,2157898,0.0,0.0
1997-02-21,13.295976638793945,13.394666766635334,13.14964242544656,13.295976638793945,1050156,0.0,0.0
1997-02-24,13.34021759033203,13.34021759033203,13.095193236703162,13.340217590332031,927396,0.0,0.0
1997-02-25,13.34021759033203,13.394667446694001,13.149643093065132,13.340217590332031,845035,0.0,0.0
1997-02-26,12.686818122863771,12.904617527863167,12.605143345988997,12.68681812286377,432785,0.0,0.0
1997-02-27,12.659598350524902,12.822947031587734,12.49624781502881,12.659598350524902,410911,0.0,0.0
1997-02-28,12.550694465637207,12.714044032023168,12.332895043789257,12.550694465637207,332345,0.0,0.0
1997-03-03,12.469019889831545,12.523468814933834,12.006195217906853,12.469019889831543,492156,0.0,0.0
1997-03-04,12.48262882232666,12.82294032834297,12.387341600642094,12.48262882232666,372074,0.0,0.0
1997-03-05,12.686818122863771,12.74126797411362,12.496243643489299,12.68681812286377,693259,0.0,0.0
1997-03-06,12.877393722534181,12.931844505737411,12.74126908256711,12.87739372253418,523404,0.0,0.0
1997-03-07,13.09519386291504,13.149643721880802,12.795720565819803,13.095193862915039,867802,0.0,0.0
1997-03-10,13.367441177368164,13.394665173713019,13.01351624385753,13.367441177368164,409126,0.0,0.0
1997-03-11,13.285764694213867,13.449115153141932,13.067965318598043,13.285764694213867,300427,0.0,0.0
1997-03-12,13.476340293884277,13.476340293884277,13.176867054161987,13.476340293884277,324086,0.0,0.0
1997-03-13,13.067965507507324,13.258540891142307,12.986291667686917,13.067965507507324,474746,0.0,0.0
1997-03-14,13.204092979431152,13.204092979431152,12.986294480704768,13.204092979431152,300204,0.0,0.0
1997-03-17,13.040744781494139,13.122419569005382,12.822944420914384,13.04074478149414,385243,0.0,0.0
1997-03-18,13.122417449951174,13.285766071379104,12.986292826080986,13.122417449951172,763121,0.0,0.0
1997-03-19,13.231321334838867,13.285770274395832,13.122421601291768,13.231321334838867,468050,0.0,0.0
1997-03-20,12.914825439453127,13.176866010175432,12.79571710063339,12.914825439453125,1651234,0.0,0.0
1997-03-21,12.877393722534181,12.931844505737411,12.74126908256711,12.87739372253418,466265,0.0,0.0
1997-03-24,12.850167274475098,12.887600847924611,12.741266656024887,12.850167274475098,681430,0.0,0.0
1997-03-25,13.122417449951174,13.285766071379104,12.959066974090657,13.122417449951172,368503,0.0,0.0
1997-03-26,13.394664764404299,13.394664764404299,13.176866309787096,13.394664764404297,729864,0.0,0.0
1997-03-27,13.476340293884277,13.530790142418562,13.312991675497699,13.476340293884277,363146,0.0,0.0
1997-03-31,13.367441177368164,13.503565795173694,13.204090708785275,13.367441177368164,306454,0.0,0.0
1997-04-01,13.204092979431152,13.394667477131097,13.067968338216906,13.204092979431152,475862,0.0,0.0
1997-04-02,13.01351833343506,13.176868828247098,13.01351833343506,13.013518333435059,446177,0.0,0.0
1997-04-03,13.040744781494139,13.17686942734621,12.959069066766455,13.04074478149414,413590,0.0,0.0
1997-04-04,13.122417449951174,13.176867299499248,12.360118629061835,13.122417449951172,443722,0.0,0.0
1997-04-07,13.204092979431152,13.231318834890411,13.013518481731207,13.204092979431152,639914,0.0,0.0
1997-04-08,13.067965507507324,13.149640274543941,12.90461597343409,13.067965507507324,737676,0.0,0.0
1997-04-09,13.09519386291504,13.258544367028778,13.013519074466398,13.095193862915039,637236,0.0,0.0
1997-04-10,13.040744781494139,13.204093429300183,12.986294923153311,13.04074478149414,1461514,0.0,0.0
1997-04-11,13.067965507507324,13.149640274543941,12.863779517131992,13.067965507507324,1024265,0.0,0.0
1997-04-14,12.986295700073242,13.149644357651804,12.904619980459215,12.986295700073242,1740067,0.0,0.0
1997-04-15,13.17686939239502,13.47634268525879,13.095193677883978,13.17686939239502,1745424,0.0,0.0
1997-04-16,13.040744781494139,13.040744781494139,13.040744781494139,13.04074478149414,630094,0.0,0.0
1997-04-17,13.42189121246338,13.612465680060112,13.261944552497772,13.421891212463379,528538,0.0,0.0
1997-04-18,14.075288772583008,14.102513695336814,13.775814622291133,14.075288772583008,545947,0.0,0.0
1997-04-21,14.020841598510742,14.156966238216034,13.830267102923331,14.020841598510742,1278490,0.0,0.0
1997-04-22,14.048064231872559,14.075290084379999,13.83026575675982,14.048064231872559,721159,0.0,0.0
1997-04-23,13.993617057800293,14.048065987972718,13.803042556939316,13.993617057800293,445507,0.0,0.0
1997-04-24,14.238641738891602,14.374766385450165,13.932360820526608,14.238641738891602,819814,0.0,0.0
1997-04-25,14.020841598510742,14.293090877921326,13.884716958805448,14.020841598510742,543046,0.0,0.0
1997-04-28,14.048064231872559,14.10251500967113,13.159851276053484,14.048064231872559,779638,0.0,0.0
1997-04-29,14.293086051940916,14.320310970689635,13.952774567581951,14.293086051940918,718258,0.0,0.0
1997-04-30,14.374764442443848,14.483664144970959,14.184189963021405,14.374764442443848,827402,0.0,0.0
1997-05-01,14.456440925598145,14.565340640978427,14.265866423682652,14.456440925598145,720266,0.0,0.0
1997-05-02,14.565337181091309,14.755911637737263,14.286281263108771,14.565337181091309,947707,0.0,0.0
1997-05-05,14.919263839721678,15.191513112182557,14.755914276245152,14.91926383972168,613130,0.0,0.0
1997-05-06,14.919263839721678,14.919263839721678,14.919263839721678,14.91926383972168,0,0.0,0.0
1997-05-07,14.783139228820799,14.946488792577211,14.647014592357122,14.7831392288208,856865,0.0,0.0
1997-05-08,14.783139228820799,15.000938647162682,14.728689374235328,14.7831392288208,1536955,0.0,0.0
1997-05-09,15.028160095214844,15.191509621153434,14.973710253235314,15.028160095214844,564250,0.0,0.0
1997-05-12,15.109838485717773,15.218738195821214,14.92947357266305,15.109838485717773,467827,0.0,0.0
1997-05-13,15.300412178039549,15.300412178039549,15.028162917022215,15.30041217803955,299534,0.0,0.0
1997-05-14,15.463765144348143,15.627114736976473,14.9669096698287,15.463765144348145,862891,0.0,0.0
1997-05-15,15.419520378112795,15.545435420682024,15.273186178793813,15.419520378112793,2791339,0.0,0.0
1997-05-16,15.283395767211914,15.518210506690734,15.191511416210195,15.283395767211914,990115,0.0,0.0
1997-05-19,15.218736648559572,15.463760971381127,15.164286799043671,15.21873664855957,233244,0.0,0.0
1997-05-20,15.409313201904297,15.518212915636019,15.218738702873784,15.409313201904297,1481825,0.0,0.0
1997-05-21,15.572660446166994,15.681560143630643,15.463760748703343,15.572660446166992,866909,0.0,0.0
1997-05-22,15.572660446166994,15.65433521926473,15.273186278141957,15.572660446166992,360468,0.0,0.0
1997-05-23,15.654335021972654,15.736009794041042,15.409310705767492,15.654335021972656,290160,0.0,0.0
1997-05-27,15.354857444763182,15.46375711664899,15.245957772877375,15.354857444763184,342835,0.0,0.0
1997-05-28,15.13706111907959,15.245960812678256,14.946486655281923,15.13706111907959,266054,0.0,0.0
1997-05-29,15.065596580505371,15.191512559852784,15.000938076059036,15.065596580505371,135036,0.0,0.0
1997-05-30,14.919263839721678,15.000938621459943,14.728689348999064,14.91926383972168,127670,0.0,0.0
1997-06-02,14.919263839721678,14.919263839721678,14.728689348999064,14.91926383972168,151106,0.0,0.0
1997-06-03,15.164288520812988,15.191513448662086,14.892039242322012,15.164288520812988,1143230,0.0,0.0
1997-06-04,14.919263839721678,15.191513112182557,14.919263839721678,14.91926383972168,494388,0.0,0.0
1997-06-05,15.028160095214844,15.109834858184138,14.810360727296725,15.028160095214844,261590,0.0,0.0
1997-06-06,15.08261203765869,15.191511736783553,14.864812639408964,15.082612037658691,140393,0.0,0.0
1997-06-09,15.518211364746094,15.572661216170237,15.245962107625378,15.518211364746094,255118,0.0,0.0
1997-06-10,15.382086753845213,15.627111085535159,15.382086753845213,15.382086753845215,403992,0.0,0.0
1997-06-11,15.256171226501467,15.545435821664988,15.191511798081105,15.256171226501465,623844,0.0,0.0
1997-06-12,15.654335021972654,15.790459642086633,15.409310705767492,15.654335021972656,374306,0.0,0.0
1997-06-13,15.817686080932617,15.872135934192745,15.57266174126204,15.817686080932617,267170,0.0,0.0
1997-06-16,15.85512065887451,15.899361862848846,15.518212866006783,15.855120658874512,300427,0.0,0.0
1997-06-17,16.035484313964844,16.117159087844808,15.77684845722791,16.035484313964844,288151,0.0,0.0
1997-06-18,16.607206344604492,16.688881111665506,16.171607586945747,16.607206344604492,486130,0.0,0.0
1997-06-19,17.20615196228027,17.315051634770246,17.121074324951497,17.206151962280273,1505484,0.0,0.0
1997-06-20,17.3422794342041,17.53285389272431,17.124480053038145,17.3422794342041,883872,0.0,0.0
1997-06-23,17.20615196228027,17.42395130726022,17.178927044157778,17.206151962280273,273866,0.0,0.0
1997-06-24,17.260608673095703,17.315058531027027,17.097259099301727,17.260608673095703,423410,0.0,0.0
1997-06-25,17.859560012817383,17.94123481298789,17.478410945355012,17.859560012817383,457114,0.0,0.0
1997-06-26,18.022903442382812,18.07735329052033,17.696204353557718,18.022903442382812,343058,0.0,0.0
1997-06-27,17.914001464843746,17.96845130604733,17.750651941232995,17.91400146484375,249538,0.0,0.0
1997-06-30,17.505630493164062,17.64175511823637,17.31505601806283,17.505630493164062,350647,0.0,0.0
1997-07-01,17.47840690612793,17.641756468719166,17.39673212483231,17.47840690612793,147312,0.0,0.0
1997-07-02,17.587305068969727,17.587305068969727,17.369505671321374,17.587305068969727,279000,0.0,0.0
1997-07-03,18.186254501342773,18.322379133022995,17.48521403901416,18.186254501342773,160258,0.0,0.0
1997-07-07,18.186254501342773,18.186254501342773,18.186254501342773,18.186254501342773,0,0.0,0.0
1997-07-08,18.159034058894285,18.4040584564209,18.159034058894285,18.4040584564209,1153721,0.0,0.0
1997-07-09,18.349605560302734,18.78520441731014,18.213480917487917,18.349605560302734,1035425,0.0,0.0
1997-07-10,18.13180732727051,18.34960677013423,17.96845774512272,18.131807327270508,472291,0.0,0.0
1997-07-11,17.805103302001953,17.968452839553667,17.47840422689852,17.805103302001953,548626,0.0,0.0
1997-07-14,17.886777877807617,18.07735233622862,17.696203419386617,17.886777877807617,189274,0.0,0.0
1997-07-15,17.941226959228516,18.13180140953587,17.641752823031243,17.941226959228516,318283,0.0,0.0
1997-07-16,18.077356338500973,18.104583121592913,17.723432265932814,18.077356338500977,1085198,0.0,0.0
1997-07-17,17.941226959228516,18.050126645118432,17.750652508921164,17.941226959228516,158695,0.0,0.0
1997-07-18,17.47840690612793,17.96845559390164,17.233382562241072,17.47840690612793,473184,0.0,0.0
1997-07-21,17.124481201171875,17.42395537035371,16.82500703199004,17.124481201171875,410018,0.0,0.0
1997-07-22,17.15170478820801,17.28782939994883,16.87945556472637,17.151704788208008,693259,0.0,0.0
1997-07-23,18.077356338500973,18.159031124478243,17.58730762263737,18.077356338500977,507780,0.0,0.0
1997-07-24,17.42395973205566,18.050133151639038,17.369509869483196,17.423959732055664,334577,0.0,0.0
1997-07-25,17.070032119750977,17.342281376702903,17.042807194055786,17.070032119750977,432115,0.0,0.0
1997-07-28,17.233379364013672,17.26060428605972,16.906680299461087,17.233379364013672,356897,0.0,0.0
1997-07-29,17.070032119750977,17.233381673922132,16.77055793710386,17.070032119750977,495281,0.0,0.0
1997-07-30,17.4511775970459,17.61452711862014,17.0428037931103,17.4511775970459,496620,0.0,0.0
1997-07-31,17.4511775970459,17.750651719932005,17.39672775652115,17.4511775970459,246190,0.0,0.0
1997-08-01,17.4511775970459,17.73704018701696,17.03259514342401,17.4511775970459,153338,0.0,0.0
1997-08-04,16.933908462524414,16.98835831703779,16.716109044470926,16.933908462524414,180569,0.0,0.0
1997-08-05,16.607206344604492,18.7035253658372,16.498306655189804,16.607206344604492,428767,0.0,0.0
1997-08-06,16.825010299682617,16.933910018717032,16.522133187922275,16.825010299682617,769147,0.0,0.0
1997-08-07,16.988359451293945,17.206158883889177,16.879459734996328,16.988359451293945,425642,0.0,0.0
1997-08-08,16.852230072021484,17.04280452200872,16.661655622034253,16.852230072021484,333014,0.0,0.0
1997-08-11,16.579980850219727,16.770555300120357,16.443856243147845,16.579980850219727,142178,0.0,0.0
1997-08-12,16.4166316986084,16.726316345826547,16.38940677656902,16.4166316986084,440820,0.0,0.0
1997-08-13,16.334962844848633,16.661662027568283,16.280512981062024,16.334962844848633,680983,0.0,0.0
1997-08-14,15.872136116027834,16.11716045850547,15.736011481318036,15.872136116027832,1818634,0.0,0.0
1997-08-15,15.76323413848877,15.899358753597783,15.518209831292543,15.76323413848877,1495886,0.0,0.0
1997-08-18,15.654335021972654,15.654335021972654,15.382085781744697,15.654335021972656,642816,0.0,0.0
1997-08-19,16.31794548034668,16.38941161721988,15.54543878472989,16.31794548034668,477425,0.0,0.0
1997-08-20,16.607206344604492,16.825005723433865,16.334957121067777,16.607206344604492,252662,0.0,0.0
1997-08-21,16.3077335357666,16.552757857038912,16.096739906618417,16.3077335357666,728971,0.0,0.0
1997-08-22,16.062707901000977,16.307732202236952,15.70878391032679,16.062707901000977,445061,0.0,0.0
1997-08-25,16.00826072692871,16.84883057681563,15.899361019322837,16.00826072692871,396180,0.0,0.0
1997-08-26,15.936791419982908,16.035482455730165,15.790458162484345,15.93679141998291,445507,0.0,0.0
1997-08-27,16.035484313964844,16.117159087844808,15.68156029381833,16.035484313964844,663797,0.0,0.0
1997-08-28,15.463765144348143,15.899364058023693,15.245965687510369,15.463765144348145,1201039,0.0,0.0
1997-08-29,15.528419494628906,15.528419494628906,15.35486037760636,15.528419494628906,932753,0.0,0.0
1997-09-02,15.953806877136232,16.035481637383356,15.572657995982983,15.95380687713623,743479,0.0,0.0
1997-09-03,16.17160987854004,16.280509583386333,15.817685837789583,16.17160987854004,767808,0.0,0.0
1997-09-04,16.362184524536133,16.416634377500095,16.1171601861983,16.362184524536133,416268,0.0,0.0
1997-09-05,16.63443374633789,16.716108525572615,16.38940940863371,16.63443374633789,724061,0.0,0.0
1997-09-08,16.334962844848633,16.498312436208458,16.280512981062024,16.334962844848633,681206,0.0,0.0
1997-09-09,16.11716079711914,16.4166349997725,15.926586304521548,16.11716079711914,499298,0.0,0.0
1997-09-10,15.736011505126955,16.117160482891073,15.681561651160651,15.736011505126953,286142,0.0,0.0
1997-09-11,15.273187637329102,15.627111685582271,15.245962710540397,15.273187637329102,530770,0.0,0.0
1997-09-12,15.654335021972654,15.844909490132226,15.409310705767492,15.654335021972656,276768,0.0,0.0
1997-09-15,15.844910621643065,15.844910621643065,15.708785991808204,15.844910621643066,372967,0.0,0.0
1997-09-16,15.844910621643065,15.844910621643065,15.844910621643065,15.844910621643066,0,0.0,0.0
1997-09-17,16.825010299682617,16.933910018717032,16.552761002096588,16.825010299682617,1026943,0.0,0.0
1997-09-18,16.825010299682617,16.825010299682617,16.825010299682617,16.825010299682617,0,0.0,0.0
1997-09-19,16.74333381652832,16.96113323256296,16.552759327498013,16.74333381652832,198648,0.0,0.0
1997-09-22,17.042808532714844,17.206158099716596,15.981036347203469,17.042808532714844,595721,0.0,0.0
1997-09-23,17.042808532714844,17.097258388382095,16.879458965713095,17.042808532714844,210478,0.0,0.0
1997-09-24,16.96113395690918,17.0972585977442,16.87945917240817,16.96113395690918,334354,0.0,0.0
1997-09-25,16.87945556640625,17.04280510051149,16.743330954651885,16.87945556640625,185479,0.0,0.0
1997-09-26,17.042808532714844,17.097258388382095,16.219254929355888,17.042808532714844,322301,0.0,0.0
1997-09-29,16.957729339599613,17.0155820742378,16.82500759654563,16.95772933959961,338148,0.0,0.0
1997-09-30,16.957729339599613,16.957729339599613,16.957729339599613,16.95772933959961,0,0.0,0.0
1997-10-01,16.957729339599613,16.957729339599613,16.957729339599613,16.95772933959961,0,0.0,0.0
1997-10-02,16.988359451293945,17.09725916759156,16.334961153508246,16.988359451293945,1285409,0.0,0.0
1997-10-03,17.3422794342041,17.5873037380158,17.260604666266868,17.3422794342041,868025,0.0,0.0
1997-10-06,17.3695068359375,17.58730624818919,17.206157276748733,17.3695068359375,691697,0.0,0.0
1997-10-07,17.20615196228027,17.34227655289274,17.015577535422818,17.206151962280273,593489,0.0,0.0
1997-10-08,17.15170478820801,17.66897831282312,16.98835525411903,17.151704788208008,228780,0.0,0.0
1997-10-09,16.716106414794922,16.852231029664058,16.498307031004302,16.716106414794922,254671,0.0,0.0
1997-10-10,16.607206344604492,16.77055587872652,16.38940696577512,16.607206344604492,411804,0.0,0.0
1997-10-13,16.607206344604492,16.607206344604492,16.607206344604492,16.607206344604492,0,0.0,0.0
1997-10-14,17.042808532714844,17.17893317188297,16.933908821380346,17.042808532714844,310471,0.0,0.0
1997-10-15,17.015579223632812,17.206153669398216,16.879454619514664,17.015579223632812,185033,0.0,0.0
1997-10-16,16.807992935180664,17.206156304176794,16.688882729317744,16.807992935180664,225432,0.0,0.0
1997-10-17,16.334962844848633,16.797786687034804,16.280512981062024,16.334962844848633,275429,0.0,0.0
1997-10-20,16.716106414794922,16.743331337768748,16.30773257018751,16.716106414794922,157356,0.0,0.0
1997-10-21,16.988359451293945,16.988359451293945,16.797784947773117,16.988359451293945,195077,0.0,0.0
1997-10-22,17.042808532714844,17.206158099716596,16.933908821380346,17.042808532714844,199094,0.0,0.0
1997-10-23,16.852230072021484,16.90667991487498,16.389406407766778,16.852230072021484,163382,0.0,0.0
1997-10-24,16.988359451293945,17.15170902574037,16.661660302401096,16.988359451293945,206906,0.0,0.0
1997-10-27,16.00826072692871,16.797783607071285,15.681561604111092,16.00826072692871,287928,0.0,0.0
1997-10-28,16.00826072692871,16.00826072692871,16.00826072692871,16.00826072692871,0,0.0,0.0
1997-10-29,16.87945556640625,16.87945556640625,15.137060535950361,16.87945556640625,439481,0.0,0.0
1997-10-30,16.716106414794922,16.879455952637883,16.443857185056647,16.716106414794922,547063,0.0,0.0
1997-10-31,17.15170478820801,17.206154632904337,16.770555875333717,17.151704788208008,101779,0.0,0.0
1997-11-03,17.015579223632812,17.178928748574585,16.98835430280918,17.015579223632812,681653,0.0,0.0
1997-11-04,17.09725570678711,17.23338032460496,16.879456318278546,17.09725570678711,976277,0.0,0.0
1997-11-05,17.15170478820801,17.28782939994883,16.98835525411903,17.151704788208008,706651,0.0,0.0
1997-11-06,16.87945556640625,17.097254945213237,16.825005721704503,16.87945556640625,584784,0.0,0.0
1997-11-07,16.55276107788086,16.933910096246336,16.443861358347867,16.55276107788086,283018,0.0,0.0
1997-11-10,16.753541946411133,16.906680980064746,16.30092690376273,16.753541946411133,223423,0.0,0.0
1997-11-11,16.77056121826172,16.933910804392195,16.607211632131243,16.77056121826172,227441,0.0,0.0
1997-11-12,16.334962844848633,16.607212163781675,16.334962844848633,16.334962844848633,171418,0.0,0.0
1997-11-13,16.334962844848633,16.44386257242185,16.171613253488808,16.334962844848633,492826,0.0,0.0
1997-11-14,16.4166316986084,16.498306464726525,16.117157556175265,16.4166316986084,503539,0.0,0.0
1997-11-17,16.77056121826172,16.933910804392195,16.661661494174734,16.77056121826172,1613959,0.0,0.0
1997-11-18,16.852230072021484,17.015579600581972,16.716105464887747,16.852230072021484,536573,0.0,0.0
1997-11-19,17.09725570678711,17.151705553914248,16.743331700460693,17.09725570678711,999713,0.0,0.0
1997-11-20,17.352487564086918,17.587301330745944,17.26060230371409,17.352487564086914,424750,0.0,0.0
1997-11-21,17.4511775970459,17.72342679966963,17.315052995734032,17.4511775970459,751068,0.0,0.0
1997-11-24,17.3422794342041,17.478404047432825,16.988355439809425,17.3422794342041,102002,0.0,0.0
1997-11-25,17.3422794342041,17.478404047432825,17.15170497568389,17.3422794342041,81468,0.0,0.0
1997-11-26,17.3695068359375,17.532856395126267,17.260607129811657,17.3695068359375,127224,0.0,0.0
1997-11-28,17.4511775970459,17.53285235783302,17.28782807547166,17.4511775970459,80129,0.0,0.0
1997-12-01,17.77787971496582,17.941229264792167,17.532855390226302,17.77787971496582,185926,0.0,0.0
1997-12-02,17.886777877807617,18.05012741359705,17.696203419386617,17.886777877807617,186595,0.0,0.0
1997-12-03,17.696203231811523,17.85955276586949,17.50562877541056,17.696203231811523,136822,0.0,0.0
1997-12-04,17.723432540893555,17.9412319735452,17.641757753649188,17.723432540893555,137714,0.0,0.0
1997-12-05,17.77787971496582,18.050128964676396,17.641755090110532,17.77787971496582,150437,0.0,0.0
1997-12-08,17.723432540893555,17.859557186300833,17.505633108241906,17.723432540893555,154454,0.0,0.0
1997-12-09,17.42395973205566,17.64175918234553,17.26061014433826,17.423959732055664,635227,0.0,0.0
1997-12-10,17.3695068359375,17.532856395126267,17.206157276748733,17.3695068359375,175435,0.0,0.0
1997-12-11,17.315053939819336,17.315053939819336,16.879455191870793,17.315053939819336,127224,0.0,0.0
1997-12-12,17.3695068359375,17.464795006013965,17.178932350217273,17.3695068359375,84593,0.0,0.0
